2단계　,,3단계　,,4단계　,,등급
호흡기,H,협착음,H,기도장애,CA,1
호흡기,H,협착음,H,현저한 협착음이 들림,CB,2
호흡기,H,협착음,H,협착음이 청진됨,CC,3
호흡기,H,영아의 무호흡 발작,J,중증 호흡곤란,AA,1
호흡기,H,영아의 무호흡 발작,J,쇼크,AB,1
호흡기,H,영아의 무호흡 발작,J,무의식(GCS 3-8),AC,1
호흡기,H,영아의 무호흡 발작,J,중등도 호흡곤란,AD,2
호흡기,H,영아의 무호흡 발작,J,혈역학적 장애,AE,2
호흡기,H,영아의 무호흡 발작,J,의식변화(GCS 9-13),AF,2
호흡기,H,영아의 무호흡 발작,J,"열,면역억제 상태",AG,2
호흡기,H,영아의 무호흡 발작,J,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
호흡기,H,영아의 무호흡 발작,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
호흡기,H,영아의 무호흡 발작,J,경증 호흡곤란,AJ,3
호흡기,H,영아의 무호흡 발작,J,정상 범위 밖의 활력징후,AK,3
호흡기,H,영아의 무호흡 발작,J,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
호흡기,H,영아의 무호흡 발작,J,내원 시 무호흡 발생,CA,1
호흡기,H,영아의 무호흡 발작,J,영아 <7일 미만,CB,2
호흡기,H,영아의 무호흡 발작,J,최근의발작이무호흡또는호흡장애와일치한다. ,CC,2
호흡기,H,영아의 무호흡 발작,J,무호흡증과 발작이 일치하는 과거력,CD,3
호흡기,H,천명음-다른 증상 호소 없음,K,중증 호흡곤란,AA,1
호흡기,H,천명음-다른 증상 호소 없음,K,쇼크,AB,1
호흡기,H,천명음-다른 증상 호소 없음,K,무의식(GCS 3-8),AC,1
호흡기,H,천명음-다른 증상 호소 없음,K,중등도 호흡곤란,AD,2
호흡기,H,천명음-다른 증상 호소 없음,K,혈역학적 장애,AE,2
호흡기,H,천명음-다른 증상 호소 없음,K,의식변화(GCS 9-13),AF,2
호흡기,H,천명음-다른 증상 호소 없음,K,"열,면역억제 상태",AG,2
호흡기,H,천명음-다른 증상 호소 없음,K,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
호흡기,H,천명음-다른 증상 호소 없음,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
호흡기,H,천명음-다른 증상 호소 없음,K,경증 호흡곤란,AJ,3
호흡기,H,천명음-다른 증상 호소 없음,K,정상 범위 밖의 활력징후,AK,3
호흡기,H,천명음-다른 증상 호소 없음,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
호흡기,H,천명음-다른 증상 호소 없음,K,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
호흡기,H,천명음-다른 증상 호소 없음,K,천명음 - 기타 증상 호소,CA,3
심혈관,I,심정지(비-외상성),A,심정지(비외상성),CA,1
심혈관,I,심정지(외상성),B,심정지(외상성),CA,1
심혈관,I,흉통(심인성),C,중증 호흡곤란,AA,1
심혈관,I,흉통(심인성),C,쇼크,AB,1
심혈관,I,흉통(심인성),C,무의식(GCS 3-8),AC,1
심혈관,I,흉통(심인성),C,중등도 호흡곤란,AD,2
심혈관,I,흉통(심인성),C,혈역학적 장애,AE,2
심혈관,I,흉통(심인성),C,의식변화(GCS 9-13),AF,2
심혈관,I,흉통(심인성),C,"열,면역억제 상태",AG,2
심혈관,I,흉통(심인성),C,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,흉통(심인성),C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,흉통(심인성),C,급성 중증 통증(8-10),BA,2
심혈관,I,흉통(심인성),C,심인성 흉통,CA,2
심혈관,I,흉통(비 심인성),D,중증 호흡곤란,AA,1
심혈관,I,흉통(비 심인성),D,쇼크,AB,1
심혈관,I,흉통(비 심인성),D,무의식(GCS 3-8),AC,1
심혈관,I,흉통(비 심인성),D,중등도 호흡곤란,AD,2
심혈관,I,흉통(비 심인성),D,혈역학적 장애,AE,2
심혈관,I,흉통(비 심인성),D,의식변화(GCS 9-13),AF,2
심혈관,I,흉통(비 심인성),D,"열,면역억제 상태",AG,2
심혈관,I,흉통(비 심인성),D,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,흉통(비 심인성),D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,흉통(비 심인성),D,경증 호흡곤란,AJ,3
심혈관,I,흉통(비 심인성),D,정상범위 밖의 활력징후,AK,3
심혈관,I,흉통(비 심인성),D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
심혈관,I,흉통(비 심인성),D,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
심혈관,I,흉통(비 심인성),D,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
심혈관,I,흉통(비 심인성),D,급성 중증 통증(8-10),BA,2
심혈관,I,흉통(비 심인성),D,급성 중등도 통증(4-7),BB,3
심혈관,I,흉통(비 심인성),D,만성 중증 통증(8-10),BC,3
심혈관,I,흉통(비 심인성),D,급성 경증 통증(<4),BD,4
심혈관,I,흉통(비 심인성),D,만성 중등도 통증(4-7),BE,4
심혈관,I,흉통(비 심인성),D,만성 경증 통증(<4),BF,5
심혈관,I,흉통(비 심인성),D,"기타 중요한 가슴 통증(잡아째는,  찢어지는 통증)",CA,2
심혈관,I,흉통(비 심인성),D,"가슴통증, 비 심인성",CB,5
심혈관,I,심계항진/불규칙 심장박동,E,중증 호흡곤란,AA,1
심혈관,I,심계항진/불규칙 심장박동,E,쇼크,AB,1
심혈관,I,심계항진/불규칙 심장박동,E,무의식(GCS 3-8),AC,1
심혈관,I,심계항진/불규칙 심장박동,E,중등도 호흡곤란,AD,2
심혈관,I,심계항진/불규칙 심장박동,E,혈역학적 장애,AE,2
심혈관,I,심계항진/불규칙 심장박동,E,의식변화(GCS 9-13),AF,2
심혈관,I,심계항진/불규칙 심장박동,E,"열,면역억제 상태",AG,2
심혈관,I,심계항진/불규칙 심장박동,E,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,심계항진/불규칙 심장박동,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,심계항진/불규칙 심장박동,E,경증 호흡곤란,AJ,3
심혈관,I,심계항진/불규칙 심장박동,E,정상범위 밖의 활력징후,AK,3
심혈관,I,심계항진/불규칙 심장박동,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
심혈관,I,심계항진/불규칙 심장박동,E,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
심혈관,I,심계항진/불규칙 심장박동,E,심인성 가슴통증,CA,2
심혈관,I,심계항진/불규칙 심장박동,E,치명적일 수 있는 부정맥의 병력이나  의무기록,CB,2
심혈관,I,심계항진/불규칙 심장박동,E,"급성발병, 지속되는 증상",CC,3
심혈관,I,심계항진/불규칙 심장박동,E,"심계항진의 병력, 현재는 회복된 상태",CD,4
심혈관,I,전신쇠약,F,중증 호흡곤란,AA,1
심혈관,I,전신쇠약,F,쇼크,AB,1
심혈관,I,전신쇠약,F,무의식(GCS 3-8),AC,1
심혈관,I,전신쇠약,F,중등도 호흡곤란,AD,2
심혈관,I,전신쇠약,F,혈역학적 장애,AE,2
심혈관,I,전신쇠약,F,의식변화(GCS 9-13),AF,2
심혈관,I,전신쇠약,F,"열,면역억제 상태",AG,2
심혈관,I,전신쇠약,F,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,전신쇠약,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,전신쇠약,F,경증 호흡곤란,AJ,3
심혈관,I,전신쇠약,F,정상 범위 밖의 활력징후,AK,3
심혈관,I,전신쇠약,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
심혈관,I,전신쇠약,F,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
심혈관,I,전신쇠약,F,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
심혈관,I,전신쇠약,F,중증 탈수,CA,1
심혈관,I,전신쇠약,F,중등도 탈수,CB,2
심혈관,I,전신쇠약,F,갑자기 보행이 어려움,CC,3
심혈관,I,전신쇠약,F,경증탈수,CD,3
심혈관,I,전신쇠약,F,탈수의 가능성 있음,CE,4
심혈관,I,전신쇠약,F,만성쇠약,CF,4
심혈관,I,실신/전-실신,G,중증 호흡곤란,AA,1
심혈관,I,실신/전-실신,G,쇼크,AB,1
심혈관,I,실신/전-실신,G,무의식(GCS 3-8),AC,1
심혈관,I,실신/전-실신,G,중등도 호흡곤란,AD,2
심혈관,I,실신/전-실신,G,혈역학적 장애,AE,2
심혈관,I,실신/전-실신,G,의식변화(GCS 9-13),AF,2
심혈관,I,실신/전-실신,G,"열,면역억제 상태",AG,2
심혈관,I,실신/전-실신,G,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,실신/전-실신,G,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,실신/전-실신,G,경증 호흡곤란,AJ,3
심혈관,I,실신/전-실신,G,정상 범위 밖의 활력징후,AK,3
심혈관,I,실신/전-실신,G,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
심혈관,I,실신/전-실신,G,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
심혈관,I,실신/전-실신,G,"새로 발병한 부정맥, 불규칙  맥박/맥박수의 변화",CA,2
심혈관,I,실신/전-실신,G,전구증상 없음,CB,2
심혈관,I,실신/전-실신,G,운동 중 발생함,CC,2
심혈관,I,실신/전-실신,G,전구증상 동반 또는 급격한 자세변화 시  발병,CD,3
심혈관,I,실신/전-실신,G,"정상 활력, 증상회복",CE,4
심혈관,I,전신성 부종,H,중증 호흡곤란,AA,1
심혈관,I,전신성 부종,H,쇼크,AB,1
심혈관,I,전신성 부종,H,무의식(GCS 3-8),AC,1
심혈관,I,전신성 부종,H,중등도 호흡곤란,AD,2
심혈관,I,전신성 부종,H,혈역학적 장애,AE,2
심혈관,I,전신성 부종,H,의식변화(GCS 9-13),AF,2
심혈관,I,전신성 부종,H,"열,면역억제 상태",AG,2
심혈관,I,전신성 부종,H,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,전신성 부종,H,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,전신성 부종,H,경증 호흡곤란,AJ,3
심혈관,I,전신성 부종,H,정상 범위 밖의 활력징후,AK,3
심혈관,I,전신성 부종,H,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
심혈관,I,전신성 부종,H,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
심혈관,I,전신성 부종,H,"전신성 부종, 정상 활력",CA,4
심혈관,I,양측성 다리부기/부종,I,중등도 호흡곤란,AA,2
심혈관,I,양측성 다리부기/부종,I,혈역학적 장애,AB,2
심혈관,I,양측성 다리부기/부종,I,의식변화(GCS 9-13),AC,2
심혈관,I,양측성 다리부기/부종,I,"열,면역억제 상태",AD,2
심혈관,I,양측성 다리부기/부종,I,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
심혈관,I,양측성 다리부기/부종,I,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
심혈관,I,양측성 다리부기/부종,I,경증 호흡곤란,AG,3
심혈관,I,양측성 다리부기/부종,I,정상 범위 밖의 활력징후,AH,3
심혈관,I,양측성 다리부기/부종,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
심혈관,I,양측성 다리부기/부종,I,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
심혈관,I,양측성 다리부기/부종,I,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
심혈관,I,양측성 다리부기/부종,I,급성 중증 통증(8-10),BA,2
심혈관,I,양측성 다리부기/부종,I,급성 중등도 통증(4-7),BB,3
심혈관,I,양측성 다리부기/부종,I,만성 중증 통증(8-10),BC,3
심혈관,I,양측성 다리부기/부종,I,급성 경증 통증(<4),BD,4
심혈관,I,양측성 다리부기/부종,I,만성 중등도 통증(4-7),BE,4
심혈관,I,양측성 다리부기/부종,I,만성 경증 통증(<4),BF,5
심혈관,I,양측성 다리부기/부종,I,"부종/양측성 다리부기, 만성",CA,5
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,중증 호흡곤란,AA,1
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,쇼크,AB,1
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,무의식(GCS 3-8),AC,1
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,중등도 호흡곤란,AD,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,혈역학적 장애,AE,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,의식변화(GCS 9-13),AF,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,"열,면역억제 상태",AG,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
심혈관,I,사지 말단부위에 맥박이 없고 차가움,J,사지 말단부위에 맥박이 없고 차가움,CA,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,중등도 호흡곤란,AA,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,혈역학적 장애,AB,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,의식변화(GCS 9-13),AC,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,"열,면역억제 상태",AD,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,경증 호흡곤란,AG,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,정상 범위 밖의 활력징후,AH,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,급성 중증 통증(8-10),BA,2
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,급성 중등도 통증(4-7),BB,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,급성 경증 통증(<4),BC,4
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,광범위한 염증,CA,3
심혈관,I,일측성의 홍조 띈 뜨거운 사지,K,국소성 염증,CB,4
소화기,J,복통,A,중증 호흡곤란,AA,1
소화기,J,복통,A,쇼크,AB,1
소화기,J,복통,A,무의식(GCS 3-8),AC,1
소화기,J,복통,A,중등도 호흡곤란,AD,2
소화기,J,복통,A,혈역학적 장애,AE,2
소화기,J,복통,A,의식변화(GCS 9-13),AF,2
소화기,J,복통,A,"열,면역억제 상태",AG,2
소화기,J,복통,A,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,복통,A,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,복통,A,경증 호흡곤란,AJ,3
소화기,J,복통,A,정상 범위 밖의 활력징후,AK,3
소화기,J,복통,A,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,복통,A,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,복통,A,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,복통,A,급성 중증 통증(8-10),BA,2
소화기,J,복통,A,급성 중등도 통증(4-7),BB,3
소화기,J,복통,A,만성 중증 통증(8-10),BC,3
소화기,J,복통,A,급성 경증 통증(<4),BD,4
소화기,J,복통,A,만성 중등도 통증(4-7),BE,4
소화기,J,복통,A,만성 경증 통증(<4),BF,5
소화기,J,식욕부진,B,중등도 호흡곤란,AA,2
소화기,J,식욕부진,B,혈역학적 장애,AB,2
소화기,J,식욕부진,B,의식변화(GCS 9-13),AC,2
소화기,J,식욕부진,B,"열,면역억제 상태",AD,2
소화기,J,식욕부진,B,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,식욕부진,B,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,식욕부진,B,경증 호흡곤란,AG,3
소화기,J,식욕부진,B,정상 범위 밖의 활력징후,AH,3
소화기,J,식욕부진,B,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,식욕부진,B,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,식욕부진,B,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,식욕부진,B,중요한 체중감소,CA,3
소화기,J,식욕부진,B,"식욕부진, 좋아 보임",CB,4
소화기,J,변비,C,중등도 호흡곤란,AA,2
소화기,J,변비,C,혈역학적 장애,AB,2
소화기,J,변비,C,의식변화(GCS 9-13),AC,2
소화기,J,변비,C,"열,면역억제 상태",AD,2
소화기,J,변비,C,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,변비,C,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,변비,C,경증 호흡곤란,AG,3
소화기,J,변비,C,정상 범위 밖의 활력징후,AH,3
소화기,J,변비,C,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,변비,C,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,변비,C,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,변비,C,급성 중증 통증(8-10),BA,2
소화기,J,변비,C,급성 중등도 통증(4-7),BB,3
소화기,J,변비,C,만성 중증 통증(8-10),BC,3
소화기,J,변비,C,급성 경증 통증(<4),BD,4
소화기,J,변비,C,만성 중등도 통증(4-7),BE,4
소화기,J,변비,C,만성 경증 통증(<4),BF,5
소화기,J,변비,C,단순변비,CA,5
소화기,J,직장내 이물질,D,중등도 호흡곤란,AA,2
소화기,J,직장내 이물질,D,혈역학적 장애,AB,2
소화기,J,직장내 이물질,D,의식변화(GCS 9-13),AC,2
소화기,J,직장내 이물질,D,"열,면역억제 상태",AD,2
소화기,J,직장내 이물질,D,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,직장내 이물질,D,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,직장내 이물질,D,경증 호흡곤란,AG,3
소화기,J,직장내 이물질,D,정상 범위 밖의 활력징후,AH,3
소화기,J,직장내 이물질,D,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,직장내 이물질,D,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,직장내 이물질,D,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,직장내 이물질,D,급성 중증 통증(8-10),BA,2
소화기,J,직장내 이물질,D,급성 중등도 통증(4-7),BB,3
소화기,J,직장내 이물질,D,급성 경증 통증(<4),BC,4
소화기,J,직장내 이물질,D,직장내 이물질,CA,5
소화기,J,샅고랑부위(Groin)통증/종괴,E,중등도 호흡곤란,AA,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,혈역학적 장애,AB,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,의식변화(GCS 9-13),AC,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,"열,면역억제 상태",AD,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,경증 호흡곤란,AG,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,정상 범위 밖의 활력징후,AH,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,샅고랑부위(Groin)통증/종괴,E,급성 중증 통증(8-10),BA,2
소화기,J,샅고랑부위(Groin)통증/종괴,E,급성 중등도 통증(4-7),BB,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,만성 중증 통증(8-10),BC,3
소화기,J,샅고랑부위(Groin)통증/종괴,E,급성 경증 통증(<4),BD,4
소화기,J,샅고랑부위(Groin)통증/종괴,E,만성 중등도 통증(4-7),BE,4
소화기,J,샅고랑부위(Groin)통증/종괴,E,만성 경증 통증(<4),BF,5
소화기,J,샅고랑부위(Groin)통증/종괴,E,샅고랑부위(Groin)통증/종괴,CA,5
소화기,J,구토 그리고/ 또는 구역,F,중증 호흡곤란,AA,1
소화기,J,구토 그리고/ 또는 구역,F,쇼크,AB,1
소화기,J,구토 그리고/ 또는 구역,F,무의식(GCS 3-8),AC,1
소화기,J,구토 그리고/ 또는 구역,F,중등도 호흡곤란,AD,2
소화기,J,구토 그리고/ 또는 구역,F,혈역학적 장애,AE,2
소화기,J,구토 그리고/ 또는 구역,F,의식변화(GCS 9-13),AF,2
소화기,J,구토 그리고/ 또는 구역,F,"열,면역억제 상태",AG,2
소화기,J,구토 그리고/ 또는 구역,F,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,구토 그리고/ 또는 구역,F,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,구토 그리고/ 또는 구역,F,경증 호흡곤란,AJ,3
소화기,J,구토 그리고/ 또는 구역,F,정상 범위 밖의 활력징후,AK,3
소화기,J,구토 그리고/ 또는 구역,F,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,구토 그리고/ 또는 구역,F,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,구토 그리고/ 또는 구역,F,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,구토 그리고/ 또는 구역,F,중증 탈수,CA,1
소화기,J,구토 그리고/ 또는 구역,F,지속되는 상당량의 토혈,CB,2
소화기,J,구토 그리고/ 또는 구역,F,중등도 탈수,CC,2
소화기,J,구토 그리고/ 또는 구역,F,커피찌꺼기모양 구토/흑색변,CD,3
소화기,J,구토 그리고/ 또는 구역,F,경증탈수,CE,3
소화기,J,구토 그리고/ 또는 구역,F,탈수가 될 수 있음,CF,4
소화기,J,구토 그리고/ 또는 구역,F,"만성구토/구역, 정상활력징후",CG,5
소화기,J,직장/회음부 통증,G,중등도 호흡곤란,AA,2
소화기,J,직장/회음부 통증,G,혈역학적 장애,AB,2
소화기,J,직장/회음부 통증,G,의식변화(GCS 9-13),AC,2
소화기,J,직장/회음부 통증,G,"열,면역억제 상태",AD,2
소화기,J,직장/회음부 통증,G,"<3 개월, T<36℃ 또는  ≥38℃",AE,2
소화기,J,직장/회음부 통증,G,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AF,2
소화기,J,직장/회음부 통증,G,경증 호흡곤란,AG,3
소화기,J,직장/회음부 통증,G,정상 범위 밖의 활력징후,AH,3
소화기,J,직장/회음부 통증,G,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AI,3
소화기,J,직장/회음부 통증,G,">36 개월, T≥38℃, 그리고  아파 보임",AJ,3
소화기,J,직장/회음부 통증,G,">36 개월, T≥38℃, 그리고  건강해 보임",AK,4
소화기,J,직장/회음부 통증,G,급성 중증 통증(8-10),BA,2
소화기,J,직장/회음부 통증,G,급성 중등도 통증(4-7),BB,3
소화기,J,직장/회음부 통증,G,만성 중증 통증(8-10),BC,3
소화기,J,직장/회음부 통증,G,급성 경증 통증(<4),BD,4
소화기,J,직장/회음부 통증,G,만성 중등도 통증(4-7),BE,4
소화기,J,직장/회음부 통증,G,만성 경증 통증(<4),BF,5
소화기,J,직장/회음부 통증,G,만성 경증 직장/회음부 통증,CA,5
소화기,J,설사,H,중증 호흡곤란,AA,1
소화기,J,설사,H,쇼크,AB,1
소화기,J,설사,H,무의식(GCS 3-8),AC,1
소화기,J,설사,H,중등도 호흡곤란,AD,2
소화기,J,설사,H,혈역학적 장애,AE,2
소화기,J,설사,H,의식변화(GCS 9-13),AF,2
소화기,J,설사,H,"열,면역억제 상태",AG,2
소화기,J,설사,H,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,설사,H,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,설사,H,경증 호흡곤란,AJ,3
소화기,J,설사,H,정상 범위 밖의 활력징후,AK,3
소화기,J,설사,H,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,설사,H,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,설사,H,">36 개월, T≥38℃, 그리고  건강해 보임",AN,4
소화기,J,설사,H,중증 탈수,CA,1
소화기,J,설사,H,중등도 탈수,CB,2
소화기,J,설사,H,멈추지 않는 혈성 설사,CC,3
소화기,J,설사,H,경증탈수,CD,3
소화기,J,설사,H,"만성설사, 정상 활력징후",CE,5
소화기,J,토혈,I,중증 호흡곤란,AA,1
소화기,J,토혈,I,쇼크,AB,1
소화기,J,토혈,I,무의식(GCS 3-8),AC,1
소화기,J,토혈,I,중등도 호흡곤란,AD,2
소화기,J,토혈,I,혈역학적 장애,AE,2
소화기,J,토혈,I,의식변화(GCS 9-13),AF,2
소화기,J,토혈,I,"열,면역억제 상태",AG,2
소화기,J,토혈,I,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,토혈,I,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
소화기,J,토혈,I,경증 호흡곤란,AJ,3
소화기,J,토혈,I,정상 범위 밖의 활력징후,AK,3
소화기,J,토혈,I,"3-36 개월, T<32-35℃  또는 ≥38℃ 그리고 건강해 보임",AL,3
소화기,J,토혈,I,">36 개월, T≥38℃, 그리고  아파 보임",AM,3
소화기,J,토혈,I,출혈성 질환(생명이나 사지에 위급한  출혈),BA,2
소화기,J,토혈,I,출혈성 질환(중등도나 경도의 출혈),BB,3
소화기,J,토혈,I,두드러진 또는 많은 토혈,CA,2
소화기,J,토혈,I,커피찌꺼기 모양 구토/흑색변,CB,3
소화기,J,토혈,I,"적은양, 정상 활력징후",CC,3
소화기,J,혈변/흑색변,J,중증 호흡곤란,AA,1
소화기,J,혈변/흑색변,J,쇼크,AB,1
소화기,J,혈변/흑색변,J,무의식(GCS 3-8),AC,1
소화기,J,혈변/흑색변,J,중등도 호흡곤란,AD,2
소화기,J,혈변/흑색변,J,혈역학적 장애,AE,2
소화기,J,혈변/흑색변,J,의식변화(GCS 9-13),AF,2
소화기,J,혈변/흑색변,J,"열,면역억제 상태",AG,2
소화기,J,혈변/흑색변,J,"<3 개월, T<36℃ 또는  ≥38℃",AH,2
소화기,J,혈변/흑색변,J,"3-36 개월, T<32℃ 또는  ≥38℃, 그리고 아파보임",AI,2
